,username,followers_count,following_count,user_tweet_count,listed_count,description,user_id
5085,izzy6968,1839,2648,49319,23,"I am just a mom who❤ her family. Thanks to 45 I'm a activist!❤ animals,❤my country and ❤🌎. Go Hawks!!  #IAmWithHer #TheResistance",799069539199660032
5086,The_Syrups,101,276,7283,0,"Unapologetically on the right, but let’s have a discussion.  ""Authority that does not exist for Liberty is not authority but force."" - Lord Acton",547980902
5088,ShalayaJ,973,1751,16169,23,Guillotine Operator,20625290
5089,jpbphotography,1545,682,10960,23,"I'm Light & Dreams Photography, ex-runner and climber, I love real beer and music, travel, books, art, history and the planet, lefty, no time for anti-vaxxers",1327286558
5092,FriesoPouwer,1513,1447,9229,63,I am a plumber/gasfitter who specializes in water treatment.,377962915
5093,SuzanneLieb4,9923,10914,35354,15,HappyWife*Mother*Grandma*Democrat*LGBTQIA Mom/Ally**MovesColorInWater #IChooseKindness #BLM #ClimateAction #FBR #CRPSwarrior #BlueVoices,1037028403734446080
5094,BradBeauregardJ,30060,20944,104008,50,"Husband, Father of 2 boys, Washington sports fan, politics, criminal justice reform, environmental activist #BlackLivesMatter legalize cannabis z23",385162111
5096,bridget80024495,27,232,792,1,"time is precious, so waste it wisely 💕",1176707074149031936
5097,John407116161,1969,2990,40811,31,,3266602596
5099,lolagoossens95,143,261,47,0,#antivaxx #antiQR,1462337683410280450
5100,yx20160427,76,396,9098,0,开始我以为我只是个川粉，可是这一段时间以来我发现我支持的不仅仅是川普，而是支持公平正义！防止被中国共产党颠覆！MAGA！,743493854712606720
5103,DGuillory10,4,277,474,0,,1404919406090543104
5104,Lesdoggg,1484677,1752,22401,4655,Im a stand up comedian,47216804
5105,bertvanvenrooij,5,19,315,0,,594775988
5107,alishadixon89,103,541,4143,1,ice cream lover bit of a geek and all round fool at times. Kevlar not capes 💙,362747913
5109,fateddiva,2012,997,35527,58,"Gamer gal who enjoying living frugally w/coupons, samples & freebies, supporting charities plus earning a few $ online.",44877054
5110,SurfsUpBodhi,12970,11919,65947,4,"#BoyCott means refuse to engage. 
#StopTheStupid Don't Amplify Trollfarm HTs

Lead by example. #ResistanceIsNotFutile. 

@HiHopes420 rul3z!",1119014143590305797
5112,RayFerron,264,517,22839,0,"retired ironworker, part time traveler, full time know it all.",1166031741083164673
5113,RennyRonson,405,694,12563,3,,1313027083480829952
5116,TuftLuckLynx,152,430,7243,3,"22 | Bi | M | he/him | Love my yeen ❤️@HyenaSunburnt | 🇨🇦 | Programmer, MTG nerd | 🔞occasionally NSFW🔞| pfp: @deer_husk",1151671996377391110
5117,kaanfight,528,2373,13985,5,"He/him, American Cheetah, Anarchist , host of furries get breadpilled and sigmarxism podcasts, banner by @BasilKuna, pfp by @amiraallis❤️@blueberrydurr ❤️",1119468162079186944
5119,DwightStead,631,435,8171,52,"Retired Educator, Lifelong Learner, Twitter Provocateur who speaks Truth to Power, Husband, Dad & Grandad.",1255896697
5121,JennyJenn311,3170,4758,24703,0,🌊🇺🇸🙋🏻‍♀️ Giver of care~Mother American Accept existence or expect #TheResistance Never take our democracy for granted. #VoteBlue,1939236841
5122,CO_COVIDWATCH,233,217,2528,3,Holding #Colorado businesses and government agencies accountable for the spread of COVID19. #COVID19Colorado #CO_covidwatch,1324378414145368065
5123,DestiGrace1,2607,3557,126385,110,"- Healer by profession & passion. Naïve enough to still believe in democracy and justice. 
Image of ocean floor Hopewell Rocks @ low tide - that sense of PEACE.",452172857
5124,rosemegill,152,267,4030,3,I've got a brand new combine harvester.,189978770
5125,roberge007,383,361,36257,0,"Retired Federal Law Enforcement Investigator. Animal & travel lover.
Political junkie.
🇨🇦🇺🇸",3298617324
5126,oibrulee,72,95,2374,0,"Work, eat, sleep repeat. Working towards breaking that cycle!",242620816
5128,ntfcovid19ph,22817,78,6009,169,The National Task Force spearheads the implementation of the National Action Plan against COVID-19 through the policy guidance of the IATF-EID.,1244826149189873665
5130,neiltyson,14582290,39,7663,45413,Astrophysicist,19725644
5131,ikedatoshie_fan,1416,11,145,22,池田としえ（東京都日野市議会議員･全国子宮頸がんワクチン被害者連絡会事務局長）のファンクラブです。,1466047639934631942
5132,mennake,1971,4999,1569,430,Science//Nature//Climate//Space//Tech stuff. Amateur accordion player. Wanderluster. Dogs/Cats/Birbs A+++. Californian 🌊 🏕 🌁,6635452
5134,DylandelaRivir2,580,1287,24719,1,Tweets are Mine | Outreach Peer Supporter | am Post-Recovery | Optimistic Existentialist | Mental Health Advocate | Cyclist,1193257008532774912
5135,robert_dewolfe,1010,1912,15976,0,"I never intended to end up this far to the left, but this is where life and the the injustice of the capitalist system has brought me. I've seen too much!",1203100433847406592
5136,roadrunner6149,9619,10140,159158,1,#Fuckers #StrongerTogether #BLM #TheRising #Resist @Kaepernick7 #FuckTrump #GoNiners ✌🏽🇺🇸 no DM’s please.,3997432706
5137,MadJackStan,471,2985,20536,2,"Cuba-Rican o Cubariqueño 🇨🇺 🇵🇷| Estadista | Geopolitics and IR Stuff |SocDem, but DemSoc | Red-Brown Hate Account | ADHD | Blocked by Dave Rubin",882684536672460801
5138,lily_lama99,2221,301,7332,4,我希望生命的每一刻都像彩色蜡笔一样美丽…,838473226346876928
5139,EenuffCed,5450,5963,97957,94,🏳️‍🌈Summa Cum Laude From Chicago’s Ol’School of The Obama Legacy with Street Credit & A PhD in Common Sense. I Speak Real Shit Fluently in Jesus Name. 🏳️‍🌈,846829170
5140,LeoRyall,2816,3304,9367,0,"Father of two, husband of CherCher, player of music, follower of politics, supporter of #TheResistance, leader in innovation, and raiser of hell. #FBR",828736155650813957
5141,OneOfTheSmiths,2318,2439,88403,18,Born and raised American. Left late 1970 after serving in Vietnam and Korea. Now Proud Canadian.,17244412
5143,Dizzydezziii,26,18,67,0,Just a small town Kansas girl living in Colorado. Throwin ass online. https://t.co/FvVC04uPoQ,1418235534078582793
5145,MrTDW_,1891,973,6986,3,Die hard united fan.. mental health matters..former streamer.. disabled but people worse off in the world then me!,1671198396
5148,YarosisNancy,32773,36041,1142833,260,"I worship nature,don't laugh I can prove it exists! 🐯🐈🐕🐺🐎🐋🐬🦊🦒Animal & Environmental Activist🐒🦏🐘🦁🐍🐧🦈#TheResistance🌈Proud Ally🌈🌈 #wtpBLUE",759155531332390912
5150,WesElyMD,32284,296,10991,380,"Husband & Dad. ICU Doctor @ Vanderbilt & VA. Our @CIBScenter studies COVID19 & Long Covid, Delirium, Dementia, PTSD, ICU Recovery, & End-of-Life. Tweets my own.",1252988129708929024
5151,whosyourdandy22,10820,8888,72554,21,"""Raise your words, not your voice. It is rain that grows flowers, not thunder"" -Rumi               🦮 Beau's mom.",466198757
5152,HalfPintGB2,257,507,510,0,Backup acc. #FreeSpeech #ProChoice Proud #SEND mum♥️ #Inked 🌺🦋 rock chick/animal lover/truth seeker/realist/BIG fan of common sense,1404086550376374284
5153,ZaneGKurtz,207,527,14788,2,"Navy veteran, GenX slacker: Raised in PA, transplanted in CA. Dad of one, hubby to my soul mate. English Lit is my forte.P/T hockey goalie. Opinions are my own.",190128415
5155,tibbieman1,627,1322,118572,5,I'm disabled. I own a Grand Champion Tibetan spaniel. I'm a fairly devout Catholic.,457031431
5156,dalhousiemooch,1889,4973,16678,6,"Political junky , baseball enthusiast, lover of pecan pie , enjoy Saturday morning coffee along with a newspaper",1559620609
5159,TraceyKent,8518,5162,125447,72,"Mom to a CAF soldier, a young feminist & youngest who is LGBTQ ...Energetic inquisitive like a Golden Retriever..looks like? yeah sorta ...she/her",22372121
5161,PZiatas,21,100,1375,0,,1385007815245406208
5162,Unbranded63,2701,4185,38564,3,,122640580
5167,jamesjrogers,8890,1246,11213,221,"Liverpool born, Brooklyn citizen. Evertonian. Associate Editor at @FinancialTimes Specialist’s @FinAd_IQ. Host of @90MinsWithNev & @ticket_podcast. Vaccinated.",106779916
5168,Calgal67,59,232,1784,0,"I am Canadian, born on Canadian soil.
I am American, born of U.S. parents. 
I've never been so proud of my fellow Canadians as I am right now. 
FREEDOM!",1429627557784195072
5172,DavidSnot1,172,248,906,1,Just created a Twitter account cuz I like these stocks so much! #gme #amc $RUG,1328777819468468230
5174,h17932062,1,4,33,0,,1489068848460578816
5176,Wendy_Doll74,121,760,1276,2,,453228534
5179,Last_Bolshevik,3755,4974,72406,84,"Caregiver, Fmr VC Socialist Party of Florida, Fmr @RT_Com Contributor #1917LIVE, Founder #1918LIVE #1919LIVE #1920LIVE Bolshevik-Leninist #Троцкий/@IWW ⚧️ ایران",3003942823
5180,JeffreyAWillia4,3391,4923,251113,48,"I am dynamic, Retired Marine Aviator, #Bitcoin investor, #OTCtrader, #Cryptocurrency exchange developer, #Entrepreneur, #Venturecapitalist, #ITsecurity",1140725219050577922
5182,EmmettRMc,607,1438,2369,0,"#MAGA
Anti-socialist!
Anti-Left! Anti-Hypocrisy
#ItsOkayIfTheyDoIt
🍊🍊🍊🍊🍊🍊🍊
#DonotComply
#LetsGoBrandon",877970621199785985
5184,Tcamboss,731,2360,10248,2,Duty to Consult & Accommodate is broken. Treaty Federalism instead. TLU is weaponized. Assimilation= nice word for genocide,1281313536824639488
5185,PierreRobben,986,617,68156,3,"Antiglobalist. Feiten i.p.v. politieke correctheid. Realisme i.p.v. moreel superieur gezeik. Allergisch voor E.U., wokies, schapen, angsthazen en deughoeren.",1018794906448523264
5187,jenngordngirls,178,358,2159,0,,773309570357886976
5190,WaldoPierreHere,184,286,46612,0,Frequent Flyer - travelling the world. Purveyor of fine horseboxes! #FoI,855156376951283712
5191,IlenaMcdonald,57,311,1102,1,"Mom, Music and Drama Teacher, lover of all things funny.",1242464445961392129
5193,Linhduo69960076,46,84,5012,1,,1457073540721790976
5196,BringEmHome2021,87,529,1938,0,"Father. 1994 1995 1996 Survivor- Lebret, Saskatchewan.  WE ARE WATCHING.",1298007056142594048
5197,Kyra_James,672,930,4522,22,I am an auntie. I like making photos and videos.,33780430
5198,Mimi_088,787,903,81750,14,"Canadian Politics. Soaps. Hockey. 
#PrayForLebanon🇱🇧 #FreePalestine🇵🇸 #FreeYemen🇾🇪 #BlackLivesMatter",25620385
5201,RobCinos,1679,2086,1683,1,"Authoritarianism, fascism, democracy.
The home of cancel culture.
Globalist shill. Microchip chemtrail designer.
Part time lizard person.
Nazi punks fuck off.",955581833625796608
5202,ujms,139,373,34968,1,,80208000
5203,krcraft,4362,4981,71049,273,"An ounce of perception - a pound of obscure. Love the edgy dichotomy between risk taking and risk aversion.

Collaboration Hornet's nest poker
Abstract Artist",60775372
5205,JAMain62589705,511,838,19636,0,"My opinions are my own.  Canadian. Partisan  Liberal.
No DMs please.  I will not reply.",914207588979544065
5207,PaulGuinnessy,1184,1402,49878,42,"#Energy, #sciencepublishing, #physics #nuclearweapons #nuclearenergy #AFIDOCS judge. he/him. All views my own and not that of my employer, #PhysicsToday.",14060641
5209,ohgodscrewthis,848,1593,117643,20,Not the sort of person you want planning a hospital.,78084063
5210,geoffmboyd,848,2460,10442,16,"🎸🎼🎞🎨🥌 Software engineer, Researcher (healthcare), Allied Health professional. Small business owner/consultant - various fields. Many passions.",909352141
5214,mi6rogue,63317,2997,63940,176,"Ethical Leaker, Policing and Security Updates. Secure contact: mi6rogue@protonmail.com Free Blog: https://t.co/IToONUoqqq",1229752606714728454
5215,Spins66322321,20,218,2865,0,Newly retired... What's next 👀,1471529011050422280
5216,lopcute,7439,7264,444826,153,Dig deep. Dig deeper,262302919
5218,steviemcc020,639,2815,14070,1,,1257434118348029954
5219,dippydabs,554,2045,651,0,"🌈🐾Ed my rainbow boy, miss him everyday 🐾 🌈, love animals especially 🐶, anti Tory, woke, rejoiner, ♿️, wants to laugh all day but then reality hits! 😉",144458411
5220,Jasonharvey70g1,305,834,21544,4,Do you like owls?,3481315654
5223,mags0611,1213,1560,235272,72,,56137748
5224,makesafuss99,28,2103,3441,0,,960958392620736512
5225,gailphardie,6224,6817,141614,10,@MomsDemandAction #GunSenseVoter #VoteBlue #MomsAreEverywhere @Everytown #JoeBidenKamalaHarris #BlackLivesMatter,2227680650
5226,slipperyhero,2243,871,54135,30,⚖️PoliSci/Intl Relations/#Philosophy/Snark/Prediction. #Writing about how #psychology decodes #trumpism & everything else going wrong. PsychAnalysis at #DemCast,471831519
5227,Jemstar76,371,411,27889,10,"Ro Blood Donor. Daughter, Sister, Mother & Wife.",2354749695
5228,alexalaka,87,477,8275,2,,1348850359
5229,geoff_shenton,1743,2158,26850,17,"Dad. NHS worker. Grumpy old man. You don’t want to meet me professionally, or indeed socially. Opinions my own not employers. My discourse is “problematic”",4471463956
5230,JackyStrawbrid1,6485,6466,7263,3,"Retired. Centre Left. Want a change of Government, support Sir Kier.",4850308619
5231,GrandadofOscar,2395,3818,29209,4,"Supports socialism, Palestine independence and Chelsea FC. Anti Fascist; Anti apartheid; Anti Brexit. Cyclist. No time for Tories.",322906037
5232,Donahoo10Tina,1150,4471,7578,0,,1279416968559292417
5234,bobo_puppet,38,139,1206,1,"#bobopuppet - Not A Political Puppet, but a #Truthsayer and #lover of many topics and for what is right.",1235227967137120259
5235,chris27795627,2069,3184,43608,0,I did my bit I was on every single march in London since 2016 I’m proper pro EU anti Tory fascist scum I WILL NEVER FOLLOW BACK PROFILES CREATING 2020-2021,1084548036041293824
5236,J_____S_____,580,1018,12858,0,"“The problem with the rat race is that even if you win, you're still a rat.” ~ Pro-Democracy. Anti-Fascist. Social Capitalist. #JohnsonOut",1063945728261844993
5237,Y2Kcrash,6,71,20952,2,,1060336591
5239,danohagan,9766,2497,103143,125,Broadcaster. Bundesliga and beyond.,20538964
5240,RedBlackPaws,274,1217,16551,4,Liberty is not a means to a higher political end. It is itself the highest political end.,169862566
5241,REWearmouth,28519,6218,46049,366,"Senior political correspondent @DailyMirror Northerner ❤️ NUFC 
Formerly: @HuffPostUK @TheJournalNews @TheNorthernEcho rachel.wearmouth@mirror.co.uk",85599723
5242,lizstewart82,28,135,102,0,,632295327
5243,pparker49,421,2400,27444,4,Hallo.,48510958
5244,saraschaefer1,113569,2595,22731,1264,"Comedian & Writer. Living the auntiecore life. My podcast is called The Schaefer Shakedown. The book I wrote is called GRAND. I’ve been on TV a few times, okay?",3359481
5245,tusker01,90,587,9501,2,,51481749
5248,mitchellthornb1,4535,4325,18379,7,Married to Jacque. I write Songs. Son of WW2 Vet. 🏳️‍🌈🏳️‍⚧️ally. Polio 1955🦽. Retired US Govt. Beatles. Vaccinate. #BLM #Biden 🚫DM’s 🚫Lists 💉😷 🌊🌊,3525478594
5249,ukcloudtech,0,3,41,0,I like stuff,1438832836551839745
5250,lizzieBusey,147,420,8917,2,,2602265592
5251,1realHRH,66,321,9196,2,#Bitcoin ⚡️,949731816734420992
5252,GudlaugHawkinso,7328,7955,281373,87,Taught high school for 42 years and am passionate about Fine and Performing Arts and CTE staying in schools. Family is my joy! #uniteblue #cancersurvivor,867343717
5254,Scout342,2890,4898,200188,22,"We will rejoin the EU, but angry and sad for those who will be hurt in the process. #EUcitizenschampion",23761307
5255,belintoronto,78,399,7749,1,,513496716
5256,IanManion,470,810,18466,3,all thoughts are my own. Independent Parish Councillor. Member of Cooperative Labour Party.,189286451
5257,smilalady,564,1352,15981,20,,43605411
5258,JohnTwelvetrees,22324,8092,79629,89,Brexit is the single stupidest thing any country has ever done to itself. #SupportPR #MakeVotesMatter #SaveourNHS.,844058359
5259,THFCPaulR,48,142,1738,0,,3300827075
5260,airbus63,2221,4997,78941,18,"I was bitten by the travelling bug many a year ago.... So I bet you can guess what my favourite thing to do is?? Brighton, Hove actually.. Somewhat my 2nd home!",495173663
5261,Kiss4aFrog,20,66,896,0,,785182090358759424
5263,ScottsHusband,15347,13747,169502,12,"Just a gay married man with an opinion! #DemVoice1 #LiveBlue2022 #LGBTQ No lists, period! 🌊",73377501
5265,bcgift,890,944,255358,14,,3333795492
5266,BeatriceP8765,1249,2768,23227,0,"Not a prolific tweeter, so not here for followers. Here to follow people I find interesting.... that’s it",2583923682
